sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen
106613,4/0 AWG 4C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,4/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106614,500 MCM 1C Type W Cable EPDM/CPE 2KV,Cables especiales,Cables apantallados,,500 MCM,1,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106615,1/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,1,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106616,2/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,2,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106617,2/4C Type G 90C 2KV,Cables especiales,Cables apantallados,,2,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106618,4/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,4,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106619,4/4C Type G 90C 2KV,Cables especiales,Cables apantallados,,4,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106620,6/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,6,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106621,6/4C Type G 90C 2KV,Cables especiales,Cables apantallados,,6,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106622,8/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,8,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106623,8/4C Type G 90C 2KV,Cables especiales,Cables apantallados,,8,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106624,1/0-3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,1/0,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106625,1/0-4C Type G 90C 2KV,Cables especiales,Cables apantallados,,1/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106626,2/0-3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,2/0,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106627,2/0-4C Type G 90C 2KV,Cables especiales,Cables apantallados,,2/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106628,250/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,250 MCM,3,2 kV,Sí,CPE - Chlorinated Polyethylene,C(UL),,,,,,
106629,3/0-3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,3/0,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106630,3/0-4C Type G 90C 2KV,Cables especiales,Cables apantallados,,3/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106631,350/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,350 MCM,3,2 kV,Sí,CPE - Chlorinated Polyethylene,C(UL),,,,,,
106632,4/0-3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,4/0,3,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106633,4/0-4C Type G 90C 2KV,Cables especiales,Cables apantallados,,4/0,4,2 kV,Sí,CPE - Chlorinated Polyethylene,,,,,,,
106634,500/3C Type GGC 90C 2KV,Cables especiales,Cables apantallados,,500 MCM,3,2 kV,Sí,CPE - Chlorinated Polyethylene,C(UL),,,,,,
106635,1 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,1,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106636,2 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,2,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106637,4 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,4,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106638,6 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,6,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106639,8 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,8,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106640,1/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,1/0,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106641,12 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,12,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106642,2/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,2/0,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106643,262 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,262 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106644,3/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,3/0,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106645,313 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,313 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106646,373 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,373 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106647,4/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,4/0,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106648,444 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,444 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106649,535 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,535 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106650,646 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,646 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106651,777 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,Cables especiales,Cable DLO,,777 MCM,1,2 kV,Sí,XL-CPE - Cross-linked Chlorinated Polyethylene,,,,,,,
106652,16 AWG 2 conductors SJOOW Cordón portátil 300V,Cable flexible,Cable encauchetado,,16,2,300 V,Sí,Thermoset CPE,,,,,,,
106653,10/4C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,10,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106654,12/4C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,12,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106655,12/8C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,12,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106656,14/4C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,14,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106657,14/8C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,14,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106658,16/8C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,16,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106659,16/12C Flat Festoon 105C 600V PVC,Cables especiales,Cable festón,,16,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106660,14/1C FEP Type K (19 STR) 150C 600V,Cables especiales,Cable de alta temperatura,,14,1,600 V,Sí,,,,,,,,
106664,18/1C FEP Type K (19 STR) 150C 600V,Cables especiales,Cable de alta temperatura,,18,1,600 V,Sí,,,,,,,,
106665,"12 AWG PTFE Teflon, Black 2",Cables especiales,Cable de alta temperatura,,12,1,1000 V,Sí,,,,,,,,
106666,"14 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,14,1,1000 V,Sí,,,,,,,,
106667,10 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,10,1,600 V,Sí,,,,,,,,
106668,"10 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,10,1,600 V,Sí,,,,,,,,
106670,14 AWG PTFE Teflon Black 2,Cables especiales,Cable de alta temperatura,,14,1,600 V,Sí,,,,,,,,
106671,14 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,14,1,600 V,Sí,,,,,,,,
106675,16 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,16,1,600 V,Sí,,,,,,,,
106680,16(19ST)TFE-E MIL-16878/4 GRY,Cables especiales,Cable de alta temperatura,,16,1,600 V,Sí,,,,,,,,
106682,"16 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,16,1,600 V,Sí,,,,,,,,
106685,18(19ST)TFE-E MIL-16878/4 BLK,Cables especiales,Cable de alta temperatura,,18,1,600 V,Sí,,,,,,,,
106686,18 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,18,1,600 V,Sí,,,,,,,,
106688,18(19ST)TFE-E MIL-16878/4 GRN,Cables especiales,Cable de alta temperatura,,18,1,600 V,Sí,,,,,,,,
106690,"18 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,18,1,600 V,Sí,,,,,,,,
106693,22 AWG PTFE Teflon,Cables especiales,Cable de alta temperatura,,22,1,600 V,Sí,,,,,,,,
106696,"22 AWG PTFE Teflon,",Cables especiales,Cable de alta temperatura,,22,1,600 V,Sí,,,,,,,,
106697,14/1C Gas Tube Only GTO-15 Cable 105C 15KV,Cables especiales,Cables apantallados,,14,1,15 kV,Sí,PVC - Polyvinyl Chloride,UL814,,,,,,
106698,2 AWG 133 strands Bare Copper PVC,Conductores desnudos,Cable desnudo,,2,1,600 V,Sí,,,,,,,,
106699,8 AWG 133 strands Bare Copper PVC,Conductores desnudos,Cable desnudo,,8,1,600 V,Sí,,,,,,,,
106701,10 AWG 105 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,10,1,600 V,Sí,,,,,,,,
106707,12 AWG 65 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,12,1,600 V,Sí,,,,,,,,
106716,14 AWG 41 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,14,1,600 V,Sí,,,,,,,,
106726,16 AWG 26 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,16,1,600 V,Sí,,,,,,,,
106737,18 AWG Solid Bare Copper PVC,Conductores desnudos,Cable desnudo,,18,1,600 V,Sí,,,,,,,,
106738,18 AWG 16 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,18,1,600 V,Sí,,,,,,,,
106750,20 AWG 10 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,20,1,600 V,Sí,,,,,,,,
106760,22 AWG 7 strands Tinned Copper PVC,Cables especiales,Cables apantallados,,22,1,600 V,Sí,,,,,,,,
106770,22 AWG Machine Tool Wire UL 1007/1569,Cables especiales,Cables apantallados,,22,1,300 V,Sí,,,,,,,,
106773,16/1PR PLTC N/S 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106774,16/1PR PLTC Overall Shield PVC 105C 300V,Cables especiales,Cable para bandeja / tray cable,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC/CL3; ITC; FT4,,,,,,
106776,18/1PR PLTC Overall Shield PVC 105C 300V,Cables especiales,Cable para bandeja / tray cable,,18,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC/CL3; ITC; FT4,,,,,,
106777,20/1PR PLTC Overall Shield PVC 105C 300V,Cables especiales,Cable para bandeja / tray cable,,20,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC/CL3; ITC; FT4,,,,,,
106778,16/1TR PLTC Overall Shield PVC 105C 300V,Cables especiales,Cable para bandeja / tray cable,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC/CL3; ITC; FT4,,,,,,
106779,18/1TR PLTC Overall Shield PVC 105C 300V,Cables especiales,Cable para bandeja / tray cable,,18,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC/CL3; ITC; FT4,,,,,,
106780,20/1TR PLTC Overall Shield PVC 105C 300V,Cables especiales,Cable para bandeja / tray cable,,20,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC/CL3; ITC; FT4,,,,,,
106781,16/1PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106782,18/1PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106783,20/1PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106784,16/4PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,4,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106785,16/8PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,8,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106786,16/12PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,12,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106787,16/16PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,16,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106788,16/24PR PVC/OS/PVC BLK/WHT,Cables especiales,Cables apantallados,,16,24,300 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106789,16/36PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,36,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106790,20/12PR PLTC Shielded 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,12,300 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106791,16/2PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,16,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106792,16/3PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,16,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106793,16/4PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,16,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106794,16/5PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,16,5,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106795,16/8PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,16,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106796,16/12PR PVC/OS/PVC BL/WH 600V,Cables especiales,Cables apantallados,,16,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106797,16/16PR PVC/OS/PVC BL/WH 600V,Cables especiales,Cables apantallados,,16,16,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106798,16/24PR PVC/OS/PVC BL/WH 600V,Cables especiales,Cables apantallados,,16,24,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106799,18/2PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,18,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106800,18/4PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,18,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106801,18/6PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,18,6,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106802,18/8PR PVC/OS/PVC BLK/WHT 600V,Cables especiales,Cables apantallados,,18,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106803,18/12PR PVC/OS/PVC BLK/WHT,Cables especiales,Cables apantallados,,18,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106804,18/24PR PVC/OS/PVC BLK/WHT,Cables especiales,Cables apantallados,,18,24,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106805,18/36PR PVC/OS/PVC BLK/WHT,Cables especiales,Cables apantallados,,18,36,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106806,16/2PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,2,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106807,16/4PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,4,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106808,16/8PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,8,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106809,16/12PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,12,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106810,16/16PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,16,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106811,16/24PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,24,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106812,16/36PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,16,36,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106813,18/2PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,2,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106814,18/4PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,4,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106815,18/8PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,8,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106816,18/12PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,12,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106817,18/16PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,16,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106818,18/24PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,24,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106819,18/36PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,18,36,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106820,20/2PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,2,300 V,Sí,PVC - Polyvinyl Chloride,"PLTC/ITC; Class 1, Division 2; FT4",,,,,,
106821,20/4PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,4,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106822,20/8PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,8,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106823,20/12PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,12,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106824,20/16PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,16,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106825,20 AWG 20 pr PLTC shielded pairs overall shielded,Cables especiales,Cable para bandeja / tray cable,,20,20,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106826,20/24PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,24,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106827,20/36PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,36,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106828,20/50PR PLTC SPOS 105C 300V PVC,Cables especiales,Cable para bandeja / tray cable,,20,50,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC,,,,,,
106829,14/2PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,14,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106830,14/4PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,14,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106831,14/8PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,14,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106832,14/12PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,14,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106833,14/24PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,14,24,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106834,16/2PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106835,16/3PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106836,16/4PR PVC/SPOS/PVC BLK/WHT,Cables especiales,Cables apantallados,,16,4,600 V,Sí,PVC - Polyvinyl Chloride,1277,,,,,,
106837,16/6PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,6,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106838,16/8PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106839,16/12PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106840,16/16PR PVC/SPOS/PVC BLK/WHT,Cables especiales,Cables apantallados,,16,16,600 V,Sí,PVC - Polyvinyl Chloride,1277,,,,,,
106841,16/20PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,20,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106842,16/24PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,24,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106843,16/36PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,36,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106844,16/50PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,16,50,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106845,18/2PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106846,18/3PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,3,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106847,18/4PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106848,18/6PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,6,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106849,18/8PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106850,18/12PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106851,18/16PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,16,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106852,18/24PR PVC/SPOS/PVC BLK/WHT,Cables especiales,Cables apantallados,,18,24,600 V,Sí,PVC - Polyvinyl Chloride,1277,,,,,,
106853,18/36PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,36,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106854,18/50PR TC SPOS PVC 600V,Cables especiales,Cables apantallados,,18,50,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106855,16/2TR TC STOS PVC 600V,Cables especiales,Cables apantallados,,16,2,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106856,16/4TR TC STOS PVC 600V,Cables especiales,Cables apantallados,,16,4,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106857,16/8TR TC STOS PVC 600V,Cables especiales,Cables apantallados,,16,8,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106858,16/12TR TC STOS PVC 600V,Cables especiales,Cables apantallados,,16,12,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
106859,16/16TR PVC/STOS/PVC 600V 90C,Cables especiales,Cables apantallados,,16,16,600 V,Sí,PVC - Polyvinyl Chloride,1277,,,,,,
106860,16/24TR TC STOS PVC 600V,Cables especiales,Cables apantallados,,16,24,600 V,Sí,PVC - Polyvinyl Chloride,,,,,,,
